Lateral(mm),Vertical(mm),Raw(µm)
1.72276628,40,NaN
1.732610583,40,-334.8474347
1.742455006,40,-334.6498644
1.752299428,40,-334.7268134
1.762143731,40,-334.7986985
1.771988153,40,-334.5999226
1.781832576,40,-334.5574828
1.791676879,40,-334.5121225
1.801521301,40,-334.4744786
1.811365604,40,NaN
1.821210027,40,-334.4935551
1.831054449,40,NaN
1.840898752,40,-333.8894307
1.850743175,40,-333.9298075
1.860587597,40,-334.2034961
1.8704319,40,-334.4984046
1.880276322,40,-334.1471508
1.890120745,40,-334.2701566
1.899965048,40,-334.621732
1.90980947,40,NaN
1.919653773,40,-333.5561548
1.929498196,40,-333.318958
1.939342618,40,-333.6080257
1.949186921,40,-333.8148395
1.959031343,40,-333.8200641
1.968875766,40,NaN
1.978720069,40,NaN
1.988564491,40,NaN
1.998408794,40,NaN
2.008253336,40,NaN
2.018097639,40,-332.0675459
2.027941942,40,-332.2849429
2.037786245,40,-332.2481027
2.047630787,40,-332.1569
2.05747509,40,-332.1619102
2.067319393,40,-331.0508389
2.077163935,40,-331.2328961
2.087008238,40,-331.880934
2.096852541,40,-332.0422803
2.106697083,40,-332.1949726
2.116541386,40,-332.0434592
2.126385689,40,-331.8588835
2.13623023,40,-331.8838008
2.146074533,40,-332.1764587
2.155918837,40,-332.2375464
2.165763378,40,-332.2095211
2.175607681,40,NaN
2.185451984,40,-331.6717357
2.195296526,40,-331.3313061
2.205140829,40,-331.5386289
2.214985132,40,NaN
2.224829674,40,NaN
2.234673977,40,NaN
2.24451828,40,NaN
2.254362583,40,NaN
2.264207125,40,NaN
2.274051428,40,NaN
2.283895731,40,NaN
2.293740273,40,-330.23832
2.303584576,40,-330.4647728
2.313428879,40,-329.4986239
2.32327342,40,-330.0030522
2.333117723,40,-330.129943
2.342962027,40,-330.1269154
2.352806568,40,-330.0396512
2.362650871,40,-329.8239155
2.372495174,40,-329.7477971
2.382339716,40,-329.4563984
2.392184019,40,NaN
2.402028322,40,NaN
2.411872864,40,-328.2906161
2.421717167,40,-328.8333314
2.43156147,40,-328.7184706
2.441405773,40,-328.2314576
2.451250315,40,-328.6040921
2.461094618,40,-328.5330643
2.470938921,40,NaN
2.480783463,40,-327.7640837
2.490627766,40,-327.8365583
2.500472069,40,-328.7219805
2.51031661,40,-327.7558047
2.520160913,40,-328.0891877
2.530005217,40,-328.2235805
2.539849758,40,-328.2948494
2.549694061,40,NaN
2.559538364,40,-327.3291559
2.569382906,40,-327.4658797
2.579227209,40,-327.157414
2.589071512,40,-327.3438652
2.598916054,40,-327.1873147
2.608760357,40,-326.86489
2.61860466,40,-326.6706153
2.628448963,40,NaN
2.638293505,40,NaN
2.648137808,40,-326.0756004
2.657982111,40,-326.418602
2.667826653,40,-326.6310959
2.677670956,40,-326.7146627
2.687515259,40,-326.7293183
2.6973598,40,-327.118618
2.707204103,40,NaN
2.717048407,40,NaN
2.726892948,40,-325.3538019
2.736737251,40,-325.5359127
2.746581554,40,-325.746397
2.756426096,40,-325.9204432
2.766270399,40,-325.9744039
2.776114702,40,-324.9902234
2.785959244,40,NaN
2.795803547,40,-325.3515245
2.80564785,40,NaN
2.815492153,40,-324.7467571
2.825336695,40,-323.8058469
2.835180998,40,-324.3603243
2.845025301,40,-324.2802941
2.854869843,40,-324.4184379
2.864714146,40,NaN
2.874558449,40,NaN
2.88440299,40,NaN
2.894247293,40,NaN
2.904091597,40,NaN
2.913936138,40,NaN
2.923780441,40,NaN
2.933624744,40,NaN
2.943469286,40,NaN
2.953313589,40,NaN
2.963157892,40,NaN
2.973002434,40,NaN
2.982846737,40,NaN
2.99269104,40,NaN
3.002535582,40,NaN
3.012379885,40,NaN
3.022224188,40,NaN
3.032068491,40,NaN
3.041913033,40,NaN
3.051757336,40,NaN
3.061601639,40,NaN
3.07144618,40,NaN
3.081290483,40,NaN
3.091134787,40,NaN
3.100979328,40,NaN
3.110823631,40,NaN
3.120667934,40,NaN
3.130512476,40,NaN
3.140356779,40,NaN
3.150201082,40,NaN
3.160045624,40,NaN
3.169889927,40,NaN
3.17973423,40,NaN
3.189578772,40,NaN
3.199423075,40,NaN
3.209267378,40,NaN
3.219111681,40,NaN
3.228956223,40,NaN
3.238800526,40,NaN
3.248644829,40,-319.0465049
3.25848937,40,-319.2100483
3.268333673,40,NaN
3.278177977,40,NaN
3.288022518,40,NaN
3.297866821,40,-317.7300398
3.307711124,40,-317.6096329
3.317555666,40,NaN
3.327399969,40,-318.8676628
3.337244272,40,-318.832859
3.347088814,40,-318.7801039
3.356933117,40,-318.7201952
3.36677742,40,-317.2868331
3.376621962,40,-317.9544833
3.386466265,40,-317.9367732
3.396310568,40,-317.2404547
3.406154871,40,-317.6626559
3.415999413,40,-318.056296
3.425843716,40,-317.5506619
3.435688019,40,-317.7059531
3.44553256,40,NaN
3.455376863,40,-316.9183247
3.465221167,40,-316.890219
3.475065708,40,-317.6905472
3.484910011,40,-316.5290518
3.494754314,40,-316.6020355
3.504598856,40,-317.1134032
3.514443159,40,NaN
3.524287462,40,NaN
3.534132004,40,-316.1250162
3.543976307,40,-316.2146649
3.55382061,40,-316.2279006
3.563665152,40,-316.2235869
3.573509455,40,-316.153229
3.583353758,40,-315.8837468
3.593198061,40,-315.8105489
3.603042603,40,-315.4355298
3.612886906,40,-315.4836229
3.622731209,40,-315.745094
3.63257575,40,-315.5748792
3.642420053,40,-315.1256977
3.652264357,40,-314.8392021
3.662108898,40,-314.6648344
3.671953201,40,-314.7837409
3.681797504,40,NaN
3.691642046,40,-315.1561879
3.701486349,40,NaN
3.711330652,40,-314.6089446
3.721175194,40,-314.8422029
3.731019497,40,-314.8213045
3.7408638,40,-314.8105874
3.750708342,40,-314.6479282
3.760552645,40,-314.6107397
3.770396948,40,NaN
3.780241489,40,-313.2970879
3.790085793,40,-313.7808322
3.799930096,40,-313.8510294
3.809774399,40,-313.6628367
3.81961894,40,NaN
3.829463243,40,NaN
3.839307547,40,NaN
3.849152088,40,NaN
3.858996391,40,NaN
3.868840694,40,NaN
3.878685236,40,-313.0719211
3.888529539,40,NaN
3.898373842,40,NaN
3.908218384,40,-312.5773793
3.918062687,40,-312.3431297
3.92790699,40,NaN
3.937751532,40,NaN
3.947595835,40,NaN
3.957440138,40,NaN
3.967284679,40,NaN
3.977128983,40,NaN
3.986973286,40,NaN
3.996817589,40,-311.131371
4.006661892,40,-311.1724979
4.016506672,40,-311.2673177
4.026350975,40,-311.1097759
4.036195278,40,-310.763318
4.046039581,40,-310.5712939
4.055883884,40,-310.3121538
4.065728188,40,-309.7458072
4.075572491,40,NaN
4.085417271,40,-309.5249005
4.095261574,40,-309.7247481
4.105105877,40,-309.7537647
4.11495018,40,-309.8935428
4.124794483,40,-310.0293556
4.134638786,40,NaN
4.144483566,40,-310.2809402
4.154327869,40,-309.453578
4.164172173,40,-309.1700296
4.174016476,40,NaN
4.183860779,40,NaN
4.193705082,40,NaN
4.203549862,40,-308.9033071
4.213394165,40,-308.820035
4.223238468,40,-308.7128102
4.233082771,40,-308.339747
4.242927074,40,-307.911437
4.252771378,40,-307.91985
4.262616158,40,-307.6481708
4.272460461,40,-307.18854
4.282304764,40,-307.3458942
4.292149067,40,-307.5097859
4.30199337,40,-307.706204
4.311837673,40,-307.9888683
4.321681976,40,-308.2003976
4.331526756,40,-308.399227
4.341371059,40,NaN
4.351215363,40,NaN
4.361059666,40,-307.8168048
4.370903969,40,NaN
4.380748272,40,NaN
4.390593052,40,NaN
4.400437355,40,NaN
4.410281658,40,NaN
4.420125961,40,NaN
4.429970264,40,NaN
4.439814568,40,NaN
4.449659348,40,NaN
4.459503651,40,NaN
4.469347954,40,NaN
4.479192257,40,NaN
4.48903656,40,NaN
4.498880863,40,NaN
4.508725166,40,NaN
4.518569946,40,NaN
4.528414249,40,NaN
4.538258553,40,NaN
4.548102856,40,NaN
4.557947159,40,NaN
4.567791462,40,NaN
4.577636242,40,NaN
4.587480545,40,NaN
4.597324848,40,NaN
4.607169151,40,NaN
4.617013454,40,NaN
4.626857758,40,NaN
4.636702538,40,NaN
4.646546841,40,NaN
4.656391144,40,NaN
4.666235447,40,NaN
4.67607975,40,NaN
4.685924053,40,NaN
4.695768356,40,NaN
4.705613136,40,NaN
4.715457439,40,NaN
4.725301743,40,NaN
4.735146046,40,NaN
4.744990349,40,NaN
4.754834652,40,NaN
4.764679432,40,NaN
4.774523735,40,-302.9105846
4.784368038,40,-302.8604016
4.794212341,40,-302.9274908
4.804056644,40,-303.1359389
4.813900948,40,-303.333536
4.823745728,40,-303.5499415
4.833590031,40,NaN
4.843434334,40,NaN
4.853278637,40,-302.5526593
4.86312294,40,NaN
4.872967243,40,-302.0595643
4.882811546,40,-301.916196
4.892656326,40,-301.9014331
4.902500629,40,-301.2103928
4.912344933,40,-301.9142937
4.922189236,40,-301.9566263
4.932033539,40,-301.1633446
4.941877842,40,-301.0905485
4.951722622,40,-301.1680601
4.961566925,40,-301.337873
4.971411228,40,-300.6334631
4.981255531,40,-300.3761716
4.991099834,40,-300.4602475
5.000944138,40,-300.8749199
5.010788918,40,-301.3776335
5.020633221,40,-300.8646047
5.030477524,40,-300.5721075
5.040321827,40,-300.3722599
5.05016613,40,-300.3394655
5.060010433,40,-300.4483515
5.069854736,40,-300.5809223
5.079699516,40,-300.2036795
5.089543819,40,-300.1451104
5.099388123,40,-299.9485583
5.109232426,40,-299.9118253
5.119076729,40,-300.2602659
5.128921032,40,-299.5331892
5.138765812,40,NaN
5.148610115,40,-299.1774878
5.158454418,40,-299.4213828
5.168298721,40,-299.4855784
5.178143024,40,-298.9154808
5.187987328,40,-298.7766941
5.197832108,40,-298.7021296
5.207676411,40,-298.1576728
5.217520714,40,-298.4997635
5.227365017,40,-298.5348085
5.23720932,40,-298.9642438
5.247053623,40,-298.916231
5.256897926,40,-299.0439256
5.266742706,40,-298.5437037
5.276587009,40,NaN
5.286431313,40,NaN
5.296275616,40,NaN
5.306119919,40,-296.874672
5.315964222,40,-297.1548713
5.325809002,40,-297.1600423
5.335653305,40,-296.9825935
5.345497608,40,-297.1074212
5.355341911,40,-297.2765107
5.365186214,40,-297.1581936
5.375030518,40,-297.1270067
5.384875298,40,-296.955372
5.394719601,40,-296.9216934
5.404563904,40,-296.941011
5.414408207,40,NaN
5.42425251,40,-296.308379
5.434096813,40,-296.5112006
5.443941116,40,-296.6235697
5.453785896,40,-296.6441466
5.463630199,40,-296.6773161
5.473474503,40,-296.2054946
5.483318806,40,-295.9453363
5.493163109,40,-296.1631352
5.503007412,40,-296.3039314
5.512852192,40,-296.4854795
5.522696495,40,NaN
5.532540798,40,NaN
5.542385101,40,NaN
5.552229404,40,NaN
5.562073708,40,NaN
5.571918488,40,-294.4113672
5.581762791,40,NaN
5.591607094,40,NaN
5.601451397,40,-294.4990869
5.6112957,40,NaN
5.621140003,40,-293.8612839
5.630984306,40,-294.1696156
5.640829086,40,-294.3396964
5.650673389,40,-294.2308104
5.660517693,40,-294.320352
5.670361996,40,NaN
5.680206299,40,-293.9031611
5.690050602,40,-294.027185
5.699895382,40,-294.1332846
5.709739685,40,-293.8165935
5.719583988,40,NaN
5.729428291,40,-293.0289918
5.739272594,40,NaN
5.749116898,40,-293.0871322
5.758961678,40,-293.1392711
5.768805981,40,-292.8847929
5.778650284,40,-293.0385569
5.788494587,40,-292.7088712
5.79833889,40,NaN
5.808183193,40,NaN
5.818027496,40,-292.3408183
5.827872276,40,-292.4756666
5.837716579,40,NaN
5.847560883,40,NaN
5.857405186,40,NaN
5.867249489,40,-292.5238668
5.877093792,40,-291.8077752
5.886938572,40,-292.4379423
5.896782875,40,NaN
5.906627178,40,NaN
5.916471481,40,NaN
5.926315784,40,NaN
5.936160088,40,NaN
5.946004868,40,NaN
5.955849171,40,NaN
5.965693474,40,NaN
5.975537777,40,NaN
5.98538208,40,NaN
5.995226383,40,NaN
6.005071163,40,NaN
6.014915466,40,NaN
6.024759769,40,NaN
6.034604073,40,NaN
6.044448376,40,NaN
6.054292679,40,NaN
6.064136982,40,NaN
6.073981762,40,NaN
6.083826065,40,NaN
6.093670368,40,NaN
6.103514671,40,NaN
6.113358974,40,NaN
6.123203278,40,NaN
6.133048058,40,NaN
6.142892361,40,NaN
6.152736664,40,NaN
6.162580967,40,NaN
6.17242527,40,NaN
6.182269573,40,NaN
6.192114353,40,NaN
6.201958656,40,NaN
6.211802959,40,NaN
6.221647263,40,NaN
6.231491566,40,NaN
6.241335869,40,NaN
6.251180172,40,NaN
6.261024952,40,NaN
6.270869255,40,NaN
6.280713558,40,NaN
6.290557861,40,NaN
6.300402164,40,-287.8861106
6.310246468,40,-288.076554
6.320091248,40,-288.1015249
6.329935551,40,-288.2492069
6.339779854,40,-288.0236917
6.349624157,40,-288.0418841
6.35946846,40,-288.0402229
6.369312763,40,-287.8605503
6.379157543,40,-287.8600412
6.389001846,40,-287.6371518
6.398846149,40,-287.7080456
6.408690453,40,-287.5539601
6.418534756,40,-287.7340078
6.428379059,40,NaN
6.438223362,40,NaN
6.448068142,40,NaN
6.457912445,40,-286.4241606
6.467756748,40,-286.1858117
6.477601051,40,-286.5071915
6.487445354,40,-286.8791026
6.497289658,40,NaN
6.507134438,40,NaN
6.516978741,40,-286.2254383
6.526823044,40,-286.0299579
6.536667347,40,-286.0595907
6.54651165,40,-286.0605017
6.556355953,40,-286.1199549
6.566200733,40,NaN
6.576045036,40,-286.1257422
6.585889339,40,-286.0461139
6.595733643,40,-286.0384244
6.605577946,40,-285.4256727
6.615422249,40,-285.1921197
6.625266552,40,-285.6926899
6.635111332,40,-285.4852599
6.644955635,40,NaN
6.654799938,40,NaN
6.664644241,40,NaN
6.674488544,40,-285.0420799
6.684332848,40,-285.3379798
6.694177628,40,-285.6149371
6.704021931,40,-284.4294354
6.713866234,40,-284.3131278
6.723710537,40,-284.2838968
6.73355484,40,-284.2447793
6.743399143,40,-284.105537
6.753243923,40,-284.0251318
6.763088226,40,-283.9730733
6.772932529,40,NaN
6.782776833,40,NaN
6.792621136,40,-285.2150008
6.802465439,40,NaN
6.812309742,40,NaN
6.822154522,40,-284.210672
6.831998825,40,NaN
6.841843128,40,NaN
6.851687431,40,-283.5435845
6.861531734,40,-283.6112631
6.871376038,40,-283.5598745
6.881220818,40,-283.3437636
6.891065121,40,-283.4831131
6.900909424,40,-283.7268741
6.910753727,40,NaN
6.92059803,40,-283.6470851
6.930442333,40,-282.4145888
6.940287113,40,NaN
6.950131416,40,NaN
6.959975719,40,-282.322475
6.969820023,40,-282.1779546
6.979664326,40,-282.4262704
6.989508629,40,-282.4206975
6.999352932,40,NaN
7.009197712,40,NaN
7.019042015,40,NaN
7.028886318,40,-282.0537967
7.038730621,40,NaN
7.048574924,40,-281.3638281
7.058419228,40,-281.5770453
7.068264008,40,-281.7370788
7.078108311,40,-281.8708017
7.087952614,40,-281.5222272
7.097796917,40,NaN
7.10764122,40,-281.8182074
7.117485523,40,NaN
7.127330303,40,NaN
7.137174606,40,NaN
7.147018909,40,-280.9322762
7.156863213,40,-280.3448437
7.166707516,40,-280.3593118
7.176551819,40,-280.202413
7.186396122,40,NaN
7.196240902,40,NaN
7.206085205,40,NaN
7.215929508,40,NaN
7.225773811,40,-279.4524553
7.235618114,40,-279.5236706
7.245462418,40,-279.767512
7.255307198,40,-280.0499083
7.265151501,40,-279.8522845
7.274995804,40,-279.6873479
7.284840107,40,-279.6692896
7.29468441,40,-279.7319044
7.304528713,40,-279.2572696
7.314373493,40,-279.3419349
7.324217796,40,-279.1260116
7.334062099,40,-278.9656298
7.343906403,40,-278.8707029
7.353750706,40,NaN
7.363595009,40,NaN
7.373439312,40,NaN
7.383284092,40,-277.7137087
7.393128395,40,-278.0899066
7.402972698,40,-277.9253183
7.412817001,40,-278.4271746
7.422661304,40,NaN
7.432505608,40,NaN
7.442350388,40,NaN
7.452194691,40,NaN
7.462038994,40,NaN
7.471883297,40,NaN
7.4817276,40,NaN
7.491571903,40,NaN
7.501416683,40,NaN
7.511260986,40,NaN
7.521105289,40,NaN
7.530949593,40,NaN
7.540793896,40,NaN
7.550638199,40,NaN
7.560482979,40,NaN
7.570327282,40,NaN
7.580171585,40,NaN
7.590015888,40,NaN
7.599860191,40,NaN
7.609704494,40,NaN
7.619548798,40,NaN
7.629393578,40,NaN
7.639237881,40,NaN
7.649082184,40,NaN
7.658926487,40,NaN
7.66877079,40,NaN
7.678615093,40,NaN
7.688459873,40,NaN
7.698304176,40,NaN
7.708148479,40,NaN
7.717992783,40,NaN
7.727837086,40,NaN
7.737681389,40,NaN
7.747526169,40,NaN
7.757370472,40,NaN
7.767214775,40,NaN
7.777059078,40,NaN
7.786903381,40,NaN
7.796747684,40,NaN
7.806591988,40,NaN
7.816436768,40,NaN
7.826281071,40,NaN
7.836125374,40,NaN
7.845969677,40,NaN
7.85581398,40,-273.5813989
7.865658283,40,-273.6783889
7.875503063,40,-273.5441301
7.885347366,40,-273.6343148
7.895191669,40,-273.5920357
7.905035973,40,-273.7613127
7.914880276,40,-273.8382617
7.924724579,40,-274.0088247
7.934569359,40,NaN
7.944413662,40,-272.7082478
7.954257965,40,-272.8058809
7.964102268,40,-273.0129625
7.973946571,40,-273.4593309
7.983790874,40,-273.6641887
7.993635178,40,NaN
8.003479958,40,-272.2485099
8.013323784,40,-272.5664067
8.023168564,40,-272.7958068
8.033013344,40,-272.9050947
8.04285717,40,-271.8146806
8.05270195,40,-272.0826891
8.062545776,40,-272.2675864
8.072390556,40,NaN
8.082234383,40,-272.180349
8.092079163,40,NaN
8.101923943,40,NaN
8.111767769,40,NaN
8.121612549,40,-271.769106
8.131456375,40,NaN
8.141301155,40,-271.0924266
8.151144981,40,-271.4516379
8.160989761,40,-271.4867097
8.170834541,40,NaN
8.180678368,40,-270.6799244
8.190523148,40,-271.0664644
8.200366974,40,-271.0393501
8.210211754,40,-270.2938399
8.220056534,40,-270.617256
8.22990036,40,-270.0868922
8.23974514,40,-270.0276533
8.249588966,40,-270.015543
8.259433746,40,-270.0530261
8.269277573,40,-270.0693697
8.279122353,40,-269.8315031
8.288967133,40,NaN
8.298810959,40,-269.333505
8.308655739,40,-269.0946738
8.318499565,40,-268.8366322
8.328344345,40,NaN
8.338188171,40,-269.064907
8.348032951,40,-269.141213
8.357877731,40,-269.1850996
8.367721558,40,-269.6094978
8.377566338,40,-268.6330068
8.387410164,40,-268.7103577
8.397254944,40,-268.4792964
8.407099724,40,-268.599355
8.41694355,40,-268.6192889
8.42678833,40,-268.8429017
8.436632156,40,NaN
8.446476936,40,NaN
8.456320763,40,-267.5599009
8.466165543,40,-267.3007072
8.476010323,40,-267.2553202
8.485854149,40,-267.1813184
8.495698929,40,-267.2141664
8.505542755,40,-267.2854889
8.515387535,40,-267.3440044
8.525232315,40,-267.537261
8.535076141,40,-267.6839517
8.544920921,40,-266.8640647
8.554764748,40,-267.0006812
8.564609528,40,-266.7882946
8.574453354,40,-266.7413804
8.584298134,40,-266.5955203
8.594142914,40,-266.5420954
8.60398674,40,-266.5015311
8.61383152,40,-266.3573321
8.623675346,40,-266.3559389
8.633520126,40,NaN
8.643363953,40,NaN
8.653208733,40,-266.5661017
8.663053513,40,NaN
8.672897339,40,NaN
8.682742119,40,NaN
8.692585945,40,NaN
8.702430725,40,-265.2516729
8.712275505,40,-265.3003555
8.722119331,40,NaN
8.731964111,40,-264.7713581
8.741807938,40,-264.1344393
8.751652718,40,-264.5055734
8.761496544,40,-264.694302
8.771341324,40,-264.6492097
8.781186104,40,-264.5938825
8.79102993,40,-264.0709403
8.80087471,40,-264.5392252
8.810718536,40,NaN
8.820563316,40,-263.6210621
8.830407143,40,NaN
8.840251923,40,-264.521274
8.850096703,40,-263.7956709
8.859940529,40,-262.9982899
8.869785309,40,-263.0638519
8.879629135,40,-263.2084795
8.889473915,40,-263.2093637
8.899318695,40,-263.2492582
8.909162521,40,-263.3703617
8.919007301,40,NaN
8.928851128,40,-262.8975221
8.938695908,40,-263.3289936
8.948539734,40,NaN
8.958384514,40,-262.8503399
8.968229294,40,-263.0306288
8.97807312,40,-263.374461
8.9879179,40,NaN
8.997761726,40,NaN
9.007606506,40,NaN
9.017450333,40,NaN
9.027295113,40,NaN
9.037139893,40,NaN
9.046983719,40,NaN
9.056828499,40,NaN
9.066672325,40,NaN
9.076517105,40,NaN
9.086361885,40,NaN
9.096205711,40,NaN
9.106050491,40,NaN
9.115894318,40,NaN
9.125739098,40,NaN
9.135582924,40,NaN
9.145427704,40,NaN
9.155272484,40,NaN
9.16511631,40,NaN
9.17496109,40,NaN
9.184804916,40,NaN
9.194649696,40,NaN
9.204493523,40,NaN
9.214338303,40,NaN
9.224183083,40,NaN
9.234026909,40,NaN
9.243871689,40,NaN
9.253715515,40,NaN
9.263560295,40,NaN
9.273405075,40,NaN
9.283248901,40,NaN
9.293093681,40,NaN
9.302937508,40,NaN
9.312782288,40,NaN
9.322626114,40,NaN
9.332470894,40,NaN
9.342315674,40,NaN
9.3521595,40,NaN
9.36200428,40,NaN
9.371848106,40,NaN
9.381692886,40,-258.859014
9.391536713,40,-258.9151718
9.401381493,40,-258.9034097
9.411226273,40,NaN
9.421070099,40,NaN
9.430914879,40,NaN
9.440758705,40,-258.7524054
9.450603485,40,NaN
9.460448265,40,NaN
9.470292091,40,NaN
9.480136871,40,NaN
9.489980698,40,NaN
9.499825478,40,NaN
9.509669304,40,NaN
9.519514084,40,NaN
9.529358864,40,NaN
9.53920269,40,NaN
9.54904747,40,NaN
9.558891296,40,-255.9101162
9.568736076,40,NaN
9.578579903,40,NaN
9.588424683,40,NaN
9.598269463,40,NaN
9.608113289,40,NaN
9.617958069,40,NaN
9.627801895,40,NaN
9.637646675,40,NaN
9.647491455,40,NaN
9.657335281,40,-255.0485664
9.667180061,40,-255.053148
9.677023888,40,-255.139662
9.686868668,40,-255.2043131
9.696712494,40,NaN
9.706557274,40,-253.6624668
9.716402054,40,-254.2010828
9.72624588,40,-254.2674486
9.73609066,40,-254.0824174
9.745934486,40,-254.4590173
9.755779266,40,-254.3055748
9.765623093,40,-254.3902133
9.775467873,40,NaN
9.785312653,40,NaN
9.795156479,40,NaN
9.805001259,40,NaN
9.814845085,40,NaN
9.824689865,40,NaN
9.834534645,40,-252.9193145
9.844378471,40,-253.1463032
9.854223251,40,-252.9670861
9.864067078,40,-252.0043666
9.873911858,40,-251.9128959
9.883755684,40,-251.8840132
9.893600464,40,-251.929561
9.903445244,40,-252.0275691
9.91328907,40,-252.3795196
9.92313385,40,-251.3914273
9.932977676,40,-251.2851402
9.942822456,40,-251.5457271
9.952666283,40,-251.9354554
9.962511063,40,-251.6257305
9.972355843,40,-250.7405494
9.982199669,40,-251.0615005
9.992044449,40,-250.8725308
10.00188828,40,NaN
10.01173306,40,-250.8399507
10.02157784,40,-250.8981447
10.03142166,40,NaN
10.04126644,40,NaN
10.05111027,40,NaN
10.06095505,40,-250.2976641
10.07079887,40,-250.7274745
10.08064365,40,-249.5990146
10.09048843,40,-249.7510103
10.10033226,40,-249.6988179
10.11017704,40,-249.5588254
10.12002087,40,-249.8380066
10.12986565,40,-250.0997456
10.13970947,40,-250.0500985
10.14955425,40,-249.8289506
10.15939903,40,-249.5516985
10.16924286,40,-249.6165104
10.17908764,40,-249.6437854
10.18893147,40,-249.5031232
10.19877625,40,-249.3857974
10.20862103,40,-249.2762148
10.21846485,40,-249.2868783
10.22830963,40,NaN
10.23815346,40,NaN
10.24799824,40,-248.5253193
10.25784206,40,-248.4982853
10.26768684,40,-248.8227999
10.27753162,40,-248.7209069
10.28737545,40,-248.280165
10.29722023,40,-248.3616152
10.30706406,40,-248.4461733
10.31690884,40,-247.7784963
10.32675266,40,-247.5780325
10.33659744,40,-247.6281886
10.34644222,40,-247.6911517
10.35628605,40,-247.6192398
10.36613083,40,-247.3022004
10.37597466,40,-247.1928589
10.38581944,40,-247.2629489
10.39566422,40,-247.0012903
10.40550804,40,NaN
10.41535282,40,NaN
10.42519665,40,-247.4791134
10.43504143,40,-247.5781396
10.44488525,40,-246.8194742
10.45473003,40,-247.0578231
10.46457481,40,-247.459635
10.47441864,40,NaN
10.48426342,40,NaN
10.49410725,40,NaN
10.50395203,40,NaN
10.51379585,40,NaN
10.52364063,40,NaN
10.53348541,40,NaN
10.54332924,40,NaN
10.55317402,40,NaN
10.56301785,40,NaN
10.57286263,40,NaN
10.58270741,40,NaN
10.59255123,40,NaN
10.60239601,40,NaN
10.61223984,40,NaN
10.62208462,40,NaN
10.63192844,40,NaN
10.64177322,40,NaN
10.651618,40,NaN
10.66146183,40,NaN
10.67130661,40,NaN
10.68115044,40,NaN
10.69099522,40,NaN
10.70083904,40,NaN
10.71068382,40,NaN
10.7205286,40,NaN
10.73037243,40,NaN
10.74021721,40,NaN
10.75006104,40,NaN
10.75990582,40,NaN
10.7697506,40,NaN
10.77959442,40,NaN
10.7894392,40,NaN
10.79928303,40,NaN
10.80912781,40,NaN
10.81897163,40,NaN
10.82881641,40,NaN
10.83866119,40,NaN
10.84850502,40,NaN
10.8583498,40,NaN
10.86819363,40,NaN
10.87803841,40,NaN
10.88788223,40,NaN
10.89772701,40,-242.4007493
10.90757179,40,NaN
10.91741562,40,NaN
10.9272604,40,NaN
10.93710423,40,-242.6482881
10.94694901,40,-242.1246761
10.95679379,40,-242.2174329
10.96663761,40,-242.1880143
10.97648239,40,-241.5614911
10.98632622,40,-241.911834
10.996171,40,-242.3144228
11.00601482,40,-242.2480302
11.0158596,40,-241.7477816
11.02570438,40,-241.9438514
11.03554821,40,-242.2301594
11.04539299,40,NaN
11.05523682,40,-241.042032
11.0650816,40,-241.2235265
11.07492542,40,-240.8811143
11.0847702,40,-240.1928604
11.09461498,40,-241.0705395
11.10445881,40,-241.0900447
11.11430359,40,-241.435672
11.12414742,40,NaN
11.1339922,40,NaN
11.14383698,40,NaN
11.1536808,40,NaN
11.16352558,40,-239.4936215
11.17336941,40,-239.622495
11.18321419,40,-239.5204679
11.19305801,40,-239.7146622
11.20290279,40,-239.5375617
11.21274757,40,-239.6100095
11.2225914,40,-239.0026967
11.23243618,40,-239.6417054
11.24228001,40,NaN
11.25212479,40,NaN
11.26196861,40,-238.3352877
11.27181339,40,-238.2316798
11.28165817,40,-238.1542486
11.291502,40,NaN
11.30134678,40,-238.2817824
11.31119061,40,-238.2933301
11.32103539,40,-238.5667776
11.33088017,40,NaN
11.34072399,40,-237.3744169
11.35056877,40,-237.5861337
11.3604126,40,-237.7545534
11.37025738,40,-237.9641
11.3801012,40,-238.3479607
11.38994598,40,NaN
11.39979076,40,NaN
11.40963459,40,NaN
11.41947937,40,NaN
11.4293232,40,-236.8385605
11.43916798,40,-237.0867156
11.4490118,40,-237.1802225
11.45885658,40,-236.9593961
11.46870136,40,-236.6355514
11.47854519,40,-236.637668
11.48838997,40,-236.8809736
11.4982338,40,-236.6137152
11.50807858,40,-236.8448836
11.51792336,40,-235.4716446
11.52776718,40,-235.2604368
11.53761196,40,-236.0154852
11.54745579,40,-236.3324978
11.55730057,40,-236.5111523
11.56714439,40,-236.4482696
11.57698917,40,-236.6176806
11.58683395,40,NaN
11.59667778,40,-236.0113055
11.60652256,40,-235.7009643
11.61636639,40,-235.9727775
11.62621117,40,NaN
11.63605499,40,-236.0494585
11.64589977,40,-235.9253006
11.65574455,40,-235.838599
11.66558838,40,-236.0843963
11.67543316,40,NaN
11.68527699,40,-234.8466754
11.69512177,40,-235.1619196
11.70496655,40,NaN
11.71481037,40,-234.2635565
11.72465515,40,-234.4527942
11.73449898,40,-234.4948321
11.74434376,40,-234.7586074
11.75418758,40,-234.7157657
11.76403236,40,-234.5225894
11.77387714,40,-234.3887593
11.78372097,40,-234.4396925
11.79356575,40,NaN
11.80340958,40,NaN
11.81325436,40,-234.6256346
