Lateral(mm),Vertical(mm),Raw(µm)
36.68999863,10,NaN
36.69984436,10,NaN
36.70968628,10,NaN
36.71953201,10,NaN
36.72937775,10,NaN
36.73921967,10,NaN
36.7490654,10,NaN
36.75891113,10,NaN
36.76875305,10,NaN
36.77859879,10,NaN
36.78844452,10,NaN
36.79828644,10,NaN
36.80813217,10,NaN
36.81797409,10,NaN
36.82781982,10,NaN
36.83766556,10,NaN
36.84750748,10,NaN
36.85735321,10,NaN
36.86719894,10,NaN
36.87704086,10,NaN
36.8868866,10,NaN
36.89673233,10,NaN
36.90657425,10,NaN
36.91641998,10,NaN
36.92626572,10,NaN
36.93610764,10,NaN
36.94595337,10,NaN
36.95579529,10,NaN
36.96564102,10,NaN
36.97548676,10,NaN
36.98532867,10,NaN
36.99517441,10,NaN
37.00502014,10,NaN
37.01486206,10,NaN
37.02470779,10,NaN
37.03455353,10,NaN
37.04439545,10,NaN
37.05424118,10,NaN
37.06408691,10,NaN
37.07392883,10,NaN
37.08377457,10,NaN
37.0936203,10,NaN
37.10346222,10,NaN
37.11330795,10,NaN
37.12314987,10,NaN
37.13299561,10,NaN
37.14284134,10,NaN
37.15268326,10,NaN
37.16252899,10,NaN
37.17237473,10,NaN
37.18221664,10,NaN
37.19206238,10,NaN
37.20190811,10,NaN
37.21175003,10,NaN
37.22159576,10,NaN
37.2314415,10,NaN
37.24128342,10,NaN
37.25112915,10,NaN
37.26097107,10,NaN
37.2708168,10,NaN
37.28066254,10,NaN
37.29050446,10,NaN
37.30035019,10,NaN
37.31019592,10,NaN
37.32003784,10,NaN
37.32988358,10,NaN
37.33972931,10,NaN
37.34957123,10,NaN
37.35941696,10,NaN
37.3692627,10,NaN
37.37910461,10,NaN
37.38895035,10,NaN
37.39879608,10,NaN
37.408638,10,NaN
37.41848373,10,NaN
37.42832565,10,NaN
37.43817139,10,NaN
37.44801712,10,NaN
37.45785904,10,NaN
37.46770477,10,NaN
37.47755051,10,NaN
37.48739243,10,NaN
37.49723816,10,NaN
37.50708389,10,NaN
37.51692581,10,NaN
37.52677155,10,NaN
37.53661728,10,NaN
37.5464592,10,NaN
37.55630493,10,NaN
37.56614685,10,NaN
37.57599258,10,NaN
37.58583832,10,NaN
37.59568024,10,NaN
37.60552597,10,NaN
37.6153717,10,NaN
37.62521362,10,NaN
37.63505936,10,NaN
37.64490509,10,NaN
37.65474701,10,NaN
37.66459274,10,NaN
37.67443848,10,NaN
37.6842804,10,NaN
37.69412613,10,NaN
37.70396805,10,NaN
37.71381378,10,NaN
37.72365952,10,NaN
37.73350143,10,NaN
37.74334717,10,NaN
37.7531929,10,NaN
37.76303482,10,NaN
37.77288055,10,NaN
37.78272629,10,NaN
37.79256821,10,NaN
37.80241394,10,NaN
37.81225967,10,NaN
37.82210159,10,NaN
37.83194733,10,NaN
37.84179306,10,NaN
37.85163498,10,NaN
37.86148071,10,NaN
37.87132263,10,NaN
37.88116837,10,NaN
37.8910141,10,NaN
37.90085602,10,NaN
37.91070175,10,NaN
37.92054749,10,NaN
37.9303894,10,NaN
37.94023514,10,NaN
37.95008087,10,NaN
37.95992279,10,NaN
37.96976852,10,NaN
37.97961426,10,NaN
37.98945618,10,NaN
37.99930191,10,NaN
38.00914383,10,NaN
38.01898956,10,NaN
38.0288353,10,NaN
38.03867722,10,NaN
38.04852295,10,NaN
38.05836868,10,NaN
38.0682106,10,NaN
38.07805634,10,NaN
38.08790207,10,NaN
38.09774399,10,NaN
38.10758972,10,NaN
38.11743546,10,NaN
38.12727737,10,NaN
38.13712311,10,NaN
38.14696884,10,NaN
38.15681076,10,NaN
38.16665649,10,NaN
38.17649841,10,NaN
38.18634415,10,NaN
38.19618988,10,NaN
38.2060318,10,NaN
38.21587753,10,20.45725339
38.22572327,10,NaN
38.23556519,10,NaN
38.24541092,10,NaN
38.25525665,10,NaN
38.26509857,10,NaN
38.27494431,10,NaN
38.28479004,10,NaN
38.29463196,10,NaN
38.30447769,10,NaN
38.31431961,10,NaN
38.32416534,10,NaN
38.33401108,10,NaN
38.343853,10,NaN
38.35369873,10,NaN
38.36354446,10,NaN
38.37338638,10,NaN
38.38323212,10,NaN
38.39307785,10,NaN
38.40291977,10,NaN
38.4127655,10,NaN
38.42261124,10,NaN
38.43245316,10,NaN
38.44229889,10,NaN
38.45214081,10,NaN
38.46198654,10,NaN
38.47183228,10,NaN
38.48167419,10,NaN
38.49151993,10,NaN
38.50136566,10,NaN
38.51120758,10,NaN
38.52105331,10,NaN
38.53089905,10,NaN
38.54074097,10,NaN
38.5505867,10,NaN
38.56043243,10,NaN
38.57027435,10,NaN
38.58012009,10,NaN
38.58996582,10,NaN
38.59980774,10,NaN
38.60965347,10,NaN
38.61949539,10,NaN
38.62934113,10,NaN
38.63918686,10,NaN
38.64902878,10,NaN
38.65887451,10,NaN
38.66872025,10,NaN
38.67856216,10,NaN
38.6884079,10,NaN
38.69825363,10,NaN
38.70809555,10,NaN
38.71794128,10,NaN
38.72778702,10,NaN
38.73762894,10,NaN
38.74747467,10,NaN
38.75731659,10,NaN
38.76716232,10,NaN
38.77700806,10,NaN
38.78684998,10,NaN
38.79669571,10,NaN
38.80654144,10,NaN
38.81638336,10,NaN
38.8262291,10,NaN
38.83607483,10,NaN
38.84591675,10,NaN
38.85576248,10,NaN
38.86560822,10,NaN
38.87545013,10,NaN
38.88529587,10,NaN
38.8951416,10,NaN
38.90498352,10,NaN
38.91482925,10,NaN
38.92467117,10,NaN
38.93451691,10,NaN
38.94436264,10,NaN
38.95420456,10,NaN
38.96405029,10,NaN
38.97389603,10,NaN
38.98373795,10,NaN
38.99358368,10,NaN
39.00342941,10,NaN
39.01327133,10,NaN
39.02311707,10,NaN
39.0329628,10,NaN
39.04280472,10,NaN
39.05265045,10,NaN
39.06249237,10,NaN
39.0723381,10,NaN
39.08218384,10,NaN
39.09202576,10,NaN
39.10187149,10,NaN
39.11171722,10,NaN
39.12155914,10,NaN
39.13140488,10,NaN
39.14125061,10,NaN
39.15109253,10,NaN
39.16093826,10,NaN
39.170784,10,NaN
39.18062592,10,NaN
39.19047165,10,NaN
39.20031357,10,NaN
39.2101593,10,NaN
39.22000504,10,NaN
39.22984695,10,NaN
39.23969269,10,NaN
39.24953842,10,NaN
39.25938034,10,NaN
39.26922607,10,NaN
39.27907181,10,NaN
39.28891373,10,NaN
39.29875946,10,NaN
39.30860519,10,NaN
39.31844711,10,NaN
39.32829285,10,NaN
39.33813858,10,NaN
39.3479805,10,NaN
39.35782623,10,NaN
39.36766815,10,NaN
39.37751389,10,NaN
39.38735962,10,NaN
39.39720154,10,NaN
39.40704727,10,NaN
39.41689301,10,NaN
39.42673492,10,NaN
39.43658066,10,NaN
39.44642639,10,NaN
39.45626831,10,NaN
39.46611404,10,NaN
39.47595978,10,NaN
39.4858017,10,NaN
39.49564743,10,NaN
39.50548935,10,NaN
39.51533508,10,NaN
39.52518082,10,NaN
39.53502274,10,NaN
39.54486847,10,NaN
39.5547142,10,NaN
39.56455612,10,NaN
39.57440186,10,NaN
39.58424759,10,NaN
39.59408951,10,NaN
39.60393524,10,NaN
39.61378098,10,NaN
39.62362289,10,NaN
39.63346863,10,NaN
39.64331436,10,NaN
39.65315628,10,NaN
39.66300201,10,NaN
39.67284393,10,NaN
39.68268967,10,NaN
39.6925354,10,NaN
39.70237732,10,NaN
39.71222305,10,NaN
39.72206879,10,NaN
39.73191071,10,NaN
39.74175644,10,NaN
39.75160217,10,NaN
39.76144409,10,NaN
39.77128983,10,NaN
39.78113556,10,NaN
39.79097748,10,NaN
39.80082321,10,NaN
39.81066513,10,NaN
39.82051086,10,NaN
39.8303566,10,NaN
39.84019852,10,NaN
39.85004425,10,NaN
39.85988998,10,NaN
39.8697319,10,NaN
39.87957764,10,NaN
39.88942337,10,NaN
39.89926529,10,NaN
39.90911102,10,NaN
39.91895676,10,NaN
39.92879868,10,NaN
39.93864441,10,NaN
39.94848633,10,NaN
39.95833206,10,NaN
39.9681778,10,NaN
39.97801971,10,NaN
39.98786545,10,NaN
39.99771118,10,NaN
40.0075531,10,NaN
40.01739883,10,NaN
40.02724457,10,NaN
40.03708649,10,NaN
40.04693222,10,NaN
40.05677795,10,NaN
40.06661987,10,NaN
40.07646561,10,NaN
40.08631134,10,NaN
40.09615326,10,NaN
40.10599899,10,NaN
40.11584091,10,NaN
40.12568665,10,NaN
40.13553238,10,NaN
40.1453743,10,NaN
40.15522003,10,NaN
40.16506577,10,NaN
40.17490768,10,NaN
40.18475342,10,NaN
40.19459915,10,NaN
40.20444107,10,NaN
40.2142868,10,NaN
40.22413254,10,NaN
40.23397446,10,NaN
40.24382019,10,NaN
40.25366211,10,NaN
40.26350784,10,NaN
40.27335358,10,NaN
40.2831955,10,NaN
40.29304123,10,NaN
40.30288696,10,NaN
40.31272888,10,NaN
40.32257462,10,NaN
40.33242035,10,NaN
40.34226227,10,NaN
40.352108,10,NaN
40.36195374,10,NaN
40.37179565,10,NaN
40.38164139,10,NaN
40.39148712,10,NaN
40.40132904,10,NaN
40.41117477,10,NaN
40.42101669,10,NaN
40.43086243,10,NaN
40.44070816,10,NaN
40.45055008,10,NaN
40.46039581,10,NaN
40.47024155,10,NaN
40.48008347,10,NaN
40.4899292,10,NaN
40.49977493,10,NaN
40.50961685,10,NaN
40.51946259,10,NaN
40.52930832,10,NaN
40.53915024,10,NaN
40.54899597,10,NaN
40.55883789,10,NaN
40.56868362,10,NaN
40.57852936,10,NaN
40.58837128,10,NaN
40.59821701,10,NaN
40.60806274,10,NaN
40.61790466,10,NaN
40.6277504,10,NaN
40.63759613,10,NaN
40.64743805,10,NaN
40.65728378,10,NaN
40.66712952,10,NaN
40.67697144,10,NaN
40.68681717,10,NaN
40.6966629,10,NaN
40.70650482,10,NaN
40.71635056,10,NaN
40.72619247,10,NaN
40.73603821,10,NaN
40.74588394,10,NaN
40.75572586,10,NaN
40.76557159,10,NaN
40.77541733,10,NaN
40.78525925,10,NaN
40.79510498,10,NaN
40.80495071,10,NaN
40.81479263,10,NaN
40.82463837,10,NaN
40.8344841,10,NaN
40.84432602,10,NaN
40.85417175,10,NaN
40.86401367,10,NaN
40.87385941,10,NaN
40.88370514,10,NaN
40.89354706,10,NaN
40.90339279,10,NaN
40.91323853,10,NaN
40.92308044,10,NaN
40.93292618,10,NaN
40.94277191,10,NaN
40.95261383,10,NaN
40.96245956,10,NaN
40.9723053,10,NaN
40.98214722,10,NaN
40.99199295,10,NaN
41.00183487,10,NaN
41.0116806,10,NaN
41.02152634,10,NaN
41.03136826,10,NaN
41.04121399,10,NaN
41.05105972,10,NaN
41.06090164,10,NaN
41.07074738,10,NaN
41.08059311,10,NaN
41.09043503,10,NaN
41.10028076,10,NaN
41.1101265,10,NaN
41.11996841,10,NaN
41.12981415,10,NaN
41.13965988,10,NaN
41.1495018,10,NaN
41.15934753,10,NaN
41.16918945,10,NaN
41.17903519,10,NaN
41.18888092,10,NaN
41.19872284,10,NaN
41.20856857,10,NaN
41.21841431,10,NaN
41.22825623,10,NaN
41.23810196,10,NaN
41.24794769,10,NaN
41.25778961,10,NaN
41.26763535,10,NaN
41.27748108,10,NaN
41.287323,10,NaN
41.29716873,10,NaN
41.30701065,10,NaN
41.31685638,10,NaN
41.32670212,10,NaN
41.33654404,10,NaN
41.34638977,10,NaN
41.3562355,10,NaN
41.36607742,10,NaN
41.37592316,10,NaN
41.38576889,10,NaN
41.39561081,10,NaN
41.40545654,10,NaN
41.41530228,10,NaN
41.4251442,10,NaN
41.43498993,10,NaN
41.44483566,10,NaN
41.45467758,10,NaN
41.46452332,10,NaN
41.47436523,10,NaN
41.48421097,10,NaN
41.4940567,10,NaN
41.50389862,10,NaN
41.51374435,10,NaN
41.52359009,10,NaN
41.53343201,10,NaN
41.54327774,10,NaN
41.55312347,10,NaN
41.56296539,10,NaN
41.57281113,10,NaN
41.58265686,10,NaN
41.59249878,10,NaN
41.60234451,10,NaN
41.61218643,10,NaN
41.62203217,10,NaN
41.6318779,10,NaN
41.64171982,10,NaN
41.65156555,10,NaN
41.66141129,10,NaN
41.6712532,10,NaN
41.68109894,10,NaN
41.69094467,10,NaN
41.70078659,10,NaN
41.71063232,10,NaN
41.72047806,10,NaN
41.73031998,10,NaN
41.74016571,10,NaN
41.75000763,10,NaN
41.75985336,10,NaN
41.7696991,10,NaN
41.77954102,10,NaN
41.78938675,10,NaN
41.79923248,10,NaN
41.8090744,10,NaN
41.81892014,10,NaN
41.82876587,10,NaN
41.83860779,10,NaN
41.84845352,10,NaN
41.85829926,10,NaN
41.86814117,10,NaN
41.87798691,10,NaN
41.88783264,10,NaN
41.89767456,10,NaN
41.90752029,10,NaN
41.91736221,10,NaN
41.92720795,10,NaN
41.93705368,10,NaN
41.9468956,10,NaN
41.95674133,10,NaN
41.96658707,10,NaN
41.97642899,10,NaN
41.98627472,10,NaN
41.99612045,10,NaN
42.00596237,10,NaN
42.01580811,10,NaN
42.02565384,10,NaN
42.03549576,10,NaN
42.04534149,10,NaN
42.05518341,10,NaN
42.06502914,10,NaN
42.07487488,10,NaN
42.0847168,10,NaN
42.09456253,10,NaN
42.10440826,10,NaN
42.11425018,10,NaN
42.12409592,10,NaN
42.13394165,10,NaN
42.14378357,10,NaN
42.1536293,10,NaN
42.16347504,10,NaN
42.17331696,10,NaN
42.18316269,10,NaN
42.19300842,10,NaN
42.20285034,10,NaN
42.21269608,10,NaN
42.22253799,10,NaN
42.23238373,10,NaN
42.24222946,10,NaN
42.25207138,10,NaN
42.26191711,10,NaN
42.27176285,10,NaN
42.28160477,10,NaN
42.2914505,10,NaN
42.30129623,10,NaN
42.31113815,10,NaN
42.32098389,10,NaN
42.33082962,10,NaN
42.34067154,10,NaN
42.35051727,10,NaN
42.36035919,10,NaN
42.37020493,10,NaN
42.38005066,10,NaN
42.38989258,10,NaN
42.39973831,10,NaN
42.40958405,10,NaN
42.41942596,10,NaN
42.4292717,10,NaN
42.43911743,10,NaN
42.44895935,10,NaN
42.45880508,10,NaN
42.46865082,10,NaN
42.47849274,10,NaN
42.48833847,10,NaN
42.49818039,10,NaN
42.50802612,10,NaN
42.51787186,10,NaN
42.52771378,10,NaN
42.53755951,10,NaN
42.54740524,10,NaN
42.55724716,10,NaN
42.5670929,10,NaN
42.57693863,10,NaN
42.58678055,10,NaN
42.59662628,10,NaN
42.60647202,10,NaN
42.61631393,10,NaN
42.62615967,10,NaN
42.6360054,10,NaN
42.64584732,10,NaN
42.65569305,10,NaN
42.66553497,10,NaN
42.67538071,10,NaN
42.68522644,10,NaN
42.69506836,10,NaN
42.70491409,10,NaN
42.71475983,10,NaN
42.72460175,10,NaN
42.73444748,10,NaN
42.74429321,10,NaN
42.75413513,10,NaN
42.76398087,10,NaN
42.7738266,10,NaN
42.78366852,10,NaN
42.79351425,10,NaN
42.80335617,10,NaN
42.8132019,10,NaN
42.82304764,10,NaN
42.83288956,10,NaN
42.84273529,10,NaN
42.85258102,10,NaN
42.86242294,10,NaN
42.87226868,10,NaN
42.88211441,10,NaN
42.89195633,10,NaN
42.90180206,10,NaN
42.9116478,10,NaN
42.92148972,10,NaN
42.93133545,10,NaN
42.94118118,10,NaN
42.9510231,10,NaN
42.96086884,10,NaN
42.97071075,10,NaN
42.98055649,10,NaN
42.99040222,10,NaN
43.00024414,10,NaN
43.01008987,10,NaN
43.01993561,10,NaN
43.02977753,10,NaN
43.03962326,10,NaN
43.04946899,10,NaN
43.05931091,10,NaN
43.06915665,10,NaN
43.07900238,10,NaN
43.0888443,10,NaN
43.09869003,10,NaN
43.10853195,10,NaN
43.11837769,10,NaN
43.12822342,10,NaN
43.13806534,10,NaN
43.14791107,10,NaN
43.15775681,10,NaN
43.16759872,10,NaN
43.17744446,10,NaN
43.18729019,10,NaN
43.19713211,10,NaN
43.20697784,10,NaN
43.21682358,10,NaN
43.2266655,10,NaN
43.23651123,10,NaN
43.24635315,10,NaN
43.25619888,10,NaN
43.26604462,10,NaN
43.27588654,10,NaN
43.28573227,10,NaN
43.295578,10,NaN
43.30541992,10,NaN
43.31526566,10,NaN
43.32511139,10,NaN
43.33495331,10,NaN
43.34479904,10,NaN
43.35464478,10,NaN
43.36448669,10,NaN
43.37433243,10,NaN
43.38417816,10,NaN
43.39402008,10,NaN
43.40386581,10,NaN
43.41370773,10,NaN
43.42355347,10,NaN
43.4333992,10,NaN
43.44324112,10,NaN
43.45308685,10,NaN
43.46293259,10,NaN
43.47277451,10,NaN
43.48262024,10,NaN
43.49246597,10,NaN
43.50230789,10,NaN
43.51215363,10,NaN
43.52199936,10,NaN
43.53184128,10,NaN
43.54168701,10,NaN
43.55152893,10,NaN
43.56137466,10,NaN
43.5712204,10,NaN
43.58106232,10,NaN
43.59090805,10,NaN
43.60075378,10,NaN
43.6105957,10,NaN
43.62044144,10,NaN
43.63028717,10,NaN
43.64012909,10,NaN
43.64997482,10,NaN
43.65982056,10,NaN
43.66966248,10,NaN
43.67950821,10,NaN
43.68935394,10,NaN
43.69919586,10,NaN
43.7090416,10,NaN
43.71888351,10,NaN
43.72872925,10,NaN
43.73857498,10,NaN
43.7484169,10,NaN
43.75826263,10,NaN
43.76810837,10,NaN
43.77795029,10,NaN
43.78779602,10,NaN
43.79764175,10,NaN
43.80748367,10,NaN
43.81732941,10,NaN
43.82717514,10,NaN
43.83701706,10,NaN
43.84686279,10,NaN
43.85670471,10,NaN
43.86655045,10,NaN
43.87639618,10,NaN
43.8862381,10,NaN
43.89608383,10,NaN
43.90592957,10,NaN
43.91577148,10,NaN
43.92561722,10,NaN
43.93546295,10,NaN
43.94530487,10,NaN
43.9551506,10,NaN
43.96499634,10,NaN
43.97483826,10,NaN
43.98468399,10,NaN
43.99452972,10,NaN
44.00437164,10,NaN
44.01421738,10,NaN
44.0240593,10,NaN
44.03390503,10,NaN
44.04375076,10,NaN
44.05359268,10,NaN
44.06343842,10,NaN
44.07328415,10,NaN
44.08312607,10,NaN
44.0929718,10,NaN
44.10281754,10,NaN
44.11265945,10,NaN
44.12250519,10,NaN
44.13235092,10,NaN
44.14219284,10,NaN
44.15203857,10,NaN
44.16188049,10,NaN
44.17172623,10,NaN
44.18157196,10,NaN
44.19141388,10,NaN
44.20125961,10,NaN
44.21110535,10,NaN
44.22094727,10,NaN
44.230793,10,NaN
44.24063873,10,NaN
44.25048065,10,NaN
44.26032639,10,NaN
44.27017212,10,NaN
44.28001404,10,NaN
44.28985977,10,NaN
44.29970169,10,NaN
44.30954742,10,NaN
44.31939316,10,NaN
44.32923508,10,NaN
44.33908081,10,NaN
44.34892654,10,NaN
44.35876846,10,NaN
44.3686142,10,NaN
44.37845993,10,NaN
44.38830185,10,NaN
44.39814758,10,NaN
44.40799332,10,NaN
44.41783524,10,NaN
44.42768097,10,NaN
44.4375267,10,NaN
44.44736862,10,NaN
44.45721436,10,NaN
44.46705627,10,NaN
44.47690201,10,NaN
44.48674774,10,NaN
44.49658966,10,NaN
44.50643539,10,NaN
44.51628113,10,NaN
44.52612305,10,NaN
44.53596878,10,NaN
44.54581451,10,NaN
44.55565643,10,NaN
44.56550217,10,NaN
44.5753479,10,NaN
44.58518982,10,NaN
44.59503555,10,NaN
44.60487747,10,NaN
44.61472321,10,NaN
44.62456894,10,NaN
44.63441086,10,NaN
44.64425659,10,NaN
44.65410233,10,NaN
44.66394424,10,NaN
44.67378998,10,NaN
44.68363571,10,NaN
44.69347763,10,NaN
44.70332336,10,NaN
44.7131691,10,NaN
44.72301102,10,NaN
44.73285675,10,NaN
44.74270248,10,NaN
44.7525444,10,NaN
44.76239014,10,NaN
44.77223206,10,NaN
44.78207779,10,NaN
44.79192352,10,NaN
44.80176544,10,NaN
44.81161118,10,NaN
44.82145691,10,NaN
44.83129883,10,NaN
44.84114456,10,NaN
44.8509903,10,NaN
44.86083221,10,NaN
44.87067795,10,NaN
44.88052368,10,NaN
44.8903656,10,NaN
44.90021133,10,NaN
44.91005325,10,NaN
44.91989899,10,NaN
44.92974472,10,NaN
44.93958664,10,NaN
44.94943237,10,NaN
44.95927811,10,NaN
44.96912003,10,NaN
44.97896576,10,NaN
44.98881149,10,NaN
44.99865341,10,NaN
45.00849915,10,NaN
45.01834488,10,NaN
45.0281868,10,NaN
45.03803253,10,NaN
45.04787445,10,NaN
45.05772018,10,NaN
45.06756592,10,NaN
45.07740784,10,NaN
45.08725357,10,NaN
45.0970993,10,NaN
45.10694122,10,NaN
45.11678696,10,NaN
45.12663269,10,NaN
45.13647461,10,NaN
45.14632034,10,NaN
45.15616608,10,NaN
45.166008,10,NaN
45.17585373,10,NaN
45.18569946,10,NaN
45.19554138,10,NaN
45.20538712,10,NaN
45.21522903,10,NaN
45.22507477,10,NaN
45.2349205,10,NaN
45.24476242,10,NaN
45.25460815,10,NaN
45.26445389,10,NaN
45.27429581,10,NaN
45.28414154,10,NaN
45.29398727,10,NaN
45.30382919,10,NaN
45.31367493,10,NaN
45.32352066,10,NaN
45.33336258,10,NaN
45.34320831,10,NaN
45.35305023,10,NaN
45.36289597,10,NaN
45.3727417,10,NaN
45.38258362,10,NaN
45.39242935,10,NaN
45.40227509,10,NaN
45.412117,10,NaN
45.42196274,10,NaN
45.43180847,10,NaN
45.44165039,10,NaN
45.45149612,10,NaN
45.46134186,10,NaN
45.47118378,10,NaN
45.48102951,10,NaN
45.49087524,10,NaN
45.50071716,10,NaN
45.5105629,10,NaN
45.52040482,10,NaN
45.53025055,10,NaN
45.54009628,10,NaN
45.5499382,10,NaN
45.55978394,10,NaN
45.56962967,10,NaN
45.57947159,10,NaN
45.58931732,10,NaN
45.59916306,10,NaN
45.60900497,10,NaN
45.61885071,10,NaN
45.62869644,10,NaN
45.63853836,10,NaN
45.64838409,10,NaN
45.65822601,10,NaN
45.66807175,10,NaN
45.67791748,10,NaN
45.6877594,10,NaN
45.69760513,10,NaN
45.70745087,10,NaN
45.71729279,10,NaN
45.72713852,10,NaN
45.73698425,10,NaN
45.74682617,10,NaN
45.75667191,10,NaN
45.76651764,10,NaN
45.77635956,10,NaN
45.78620529,10,NaN
45.79604721,10,NaN
45.80589294,10,NaN
45.81573868,10,NaN
45.8255806,10,NaN
45.83542633,10,NaN
45.84527206,10,NaN
45.85511398,10,NaN
45.86495972,10,NaN
45.87480545,10,NaN
45.88464737,10,NaN
45.8944931,10,NaN
45.90433884,10,NaN
45.91418076,10,NaN
45.92402649,10,NaN
45.93387222,10,NaN
45.94371414,10,NaN
45.95355988,10,NaN
45.96340179,10,NaN
45.97324753,10,NaN
45.98309326,10,NaN
45.99293518,10,NaN
46.00278091,10,NaN
46.01262665,10,NaN
46.02246857,10,NaN
46.0323143,10,NaN
46.04216003,10,NaN
46.05200195,10,NaN
46.06184769,10,NaN
46.07169342,10,NaN
46.08153534,10,NaN
46.09138107,10,NaN
46.10122299,10,NaN
46.11106873,10,NaN
46.12091446,10,NaN
46.13075638,10,NaN
46.14060211,10,NaN
46.15044785,10,NaN
46.16028976,10,NaN
46.1701355,10,NaN
46.17998123,10,NaN
46.18982315,10,NaN
46.19966888,10,NaN
46.20951462,10,NaN
46.21935654,10,NaN
46.22920227,10,NaN
46.239048,10,NaN
46.24888992,10,NaN
46.25873566,10,NaN
46.26857758,10,NaN
46.27842331,10,NaN
46.28826904,10,NaN
46.29811096,10,NaN
46.3079567,10,NaN
46.31780243,10,NaN
46.32764435,10,NaN
46.33749008,10,NaN
46.34733582,10,NaN
46.35717773,10,NaN
46.36702347,10,NaN
46.3768692,10,NaN
46.38671112,10,NaN
46.39655685,10,NaN
46.40639877,10,NaN
46.41624451,10,NaN
46.42609024,10,NaN
46.43593216,10,NaN
46.44577789,10,NaN
46.45562363,10,NaN
46.46546555,10,NaN
46.47531128,10,NaN
46.48515701,10,NaN
46.49499893,10,NaN
46.50484467,10,NaN
46.5146904,10,NaN
46.52453232,10,NaN
46.53437805,10,NaN
46.54421997,10,NaN
46.5540657,10,NaN
46.56391144,10,NaN
46.57375336,10,NaN
46.58359909,10,NaN
46.59344482,10,NaN
46.60328674,10,NaN
46.61313248,10,NaN
46.62297821,10,NaN
46.63282013,10,NaN
46.64266586,10,NaN
46.6525116,10,NaN
46.66235352,10,NaN
46.67219925,10,NaN
46.68204498,10,NaN
46.6918869,10,NaN
46.70173264,10,NaN
46.71157455,10,NaN
46.72142029,10,NaN
46.73126602,10,NaN
46.74110794,10,NaN
46.75095367,10,NaN
46.76079941,10,NaN
46.77064133,10,NaN
46.78048706,10,NaN
46.79033279,10,NaN
46.80017471,10,NaN
46.81002045,10,NaN
46.81986618,10,NaN
46.8297081,10,NaN
46.83955383,10,NaN
46.84939575,10,NaN
46.85924149,10,NaN
46.86908722,10,NaN
46.87892914,10,NaN
46.88877487,10,NaN
46.89862061,10,NaN
46.90846252,10,NaN
46.91830826,10,NaN
46.92815399,10,NaN
46.93799591,10,NaN
46.94784164,10,NaN
46.95768738,10,NaN
46.9675293,10,NaN
46.97737503,10,NaN
46.98722076,10,NaN
46.99706268,10,NaN
47.00690842,10,NaN
47.01675034,10,NaN
47.02659607,10,NaN
